방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,브랜드,중분류,소분류,방송날짜,방송월,방송일,방송요일,방송시간,평일/주말,공휴일,계절,방송회차,무이자/일시불,프라임시간,평균기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),체감온도,비옴,뉴스건수,취급액
2020-06-06 20:20:00,20.0,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:20:00,1,1,여름,1,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,6752040.481021451
2020-06-06 20:20:00,20.0,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:20:00,1,1,여름,1,무이자,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,6507767.240018206
2020-06-06 20:20:00,20.0,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:20:00,1,1,여름,1,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,7300644.301974765
2020-06-06 20:20:00,20.0,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:20:00,1,1,여름,1,무이자,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,7118941.008023214
2020-06-06 20:20:00,20.0,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:20:00,1,1,여름,1,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,7174350.263830237
2020-06-06 20:40:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,무이자,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,9924684.942940302
2020-06-06 20:40:00,20.0,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,10010677.080271624
2020-06-06 20:40:00,20.0,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,무이자,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,10342619.96044332
2020-06-06 20:40:00,20.0,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,8800413.2646323
2020-06-06 20:40:00,20.0,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,무이자,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,7580052.32485686
2020-06-06 20:40:00,20.0,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,20:40:00,1,1,여름,2,일시불,0.0,24.5,0.0,2.25,66.5,2.0,26.0,0,14864.0,7845373.467853215
2020-06-06 21:00:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,무이자,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,19842213.727949306
2020-06-06 21:00:00,20.0,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,일시불,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,20149990.93837897
2020-06-06 21:00:00,20.0,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,무이자,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,16808991.3111816
2020-06-06 21:00:00,20.0,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,일시불,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,17621736.45435212
2020-06-06 21:00:00,20.0,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,무이자,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,13913904.154043509
2020-06-06 21:00:00,20.0,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,삼성,TV/냉장고/세탁기,TV,2020-06-06,6,6,5,21:00:00,1,1,여름,3,일시불,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,14864.0,16337459.144856961
2020-06-06 21:20:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,21:20:00,1,1,여름,1,,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,1196.0,3900615.148443926
2020-06-06 21:20:00,20.0,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,21:20:00,1,1,여름,1,,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,1196.0,3179519.1146462513
2020-06-06 21:40:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,21:40:00,1,1,여름,2,,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,1196.0,8611277.084002974
2020-06-06 21:40:00,20.0,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,21:40:00,1,1,여름,2,,0.0,23.85,0.0,2.15,67.5,4.0,25.3,0,1196.0,5440707.666227423
2020-06-06 22:00:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,22:00:00,1,1,여름,3,,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,1196.0,12424853.099126466
2020-06-06 22:00:00,20.0,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,기타_가전브랜드,계절가전,에어컨,2020-06-06,6,6,5,22:00:00,1,1,여름,3,,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,1196.0,7356605.388299756
2020-06-06 22:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,22:20:00,1,1,여름,1,무이자,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,769.0,7051120.928224996
2020-06-06 22:20:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,22:20:00,1,1,여름,1,일시불,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,769.0,8000377.452177186
2020-06-06 22:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,22:40:00,1,1,여름,2,무이자,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,769.0,9953177.864283033
2020-06-06 22:40:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,22:40:00,1,1,여름,2,일시불,0.0,23.5,0.0,2.0,69.0,4.0,24.9,0,769.0,12628793.706803627
2020-06-06 23:00:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,23:00:00,1,1,여름,3,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,769.0,19629170.599437453
2020-06-06 23:00:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-06,6,6,5,23:00:00,1,1,여름,3,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,769.0,20630749.20042084
2020-06-06 23:20:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,4714455.837986198
2020-06-06 23:20:00,20.0,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,4333932.495100101
2020-06-06 23:20:00,20.0,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,4127632.3314144076
2020-06-06 23:20:00,20.0,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,7350989.384479252
2020-06-06 23:20:00,20.0,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,6924974.49608897
2020-06-06 23:20:00,20.0,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:20:00,1,1,여름,1,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,6694392.129657064
2020-06-06 23:40:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,5739794.085445987
2020-06-06 23:40:00,20.0,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,5754034.319435255
2020-06-06 23:40:00,20.0,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,5787517.855779292
2020-06-06 23:40:00,20.0,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,10291712.337138897
2020-06-06 23:40:00,20.0,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,일시불,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,7240023.675012456
2020-06-06 23:40:00,20.0,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,보루네오,거실가구,소파,2020-06-06,6,6,5,23:40:00,1,1,여름,2,무이자,0.0,22.35,0.0,2.5,72.5,5.5,23.4,0,340.0,6729268.572126566
2020-06-07 00:00:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,일시불,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,7320481.169691107
2020-06-07 00:00:00,20.0,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,무이자,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,6757108.084187762
2020-06-07 00:00:00,20.0,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,일시불,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,5690269.5841898555
2020-06-07 00:00:00,20.0,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,무이자,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,15008134.906711163
2020-06-07 00:00:00,20.0,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,일시불,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,11134528.41167609
2020-06-07 00:00:00,20.0,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,보루네오,거실가구,소파,2020-06-07,6,7,6,00:00:00,1,0,여름,3,무이자,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,340.0,9054469.846536566
2020-06-07 00:20:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,엘렌실라,화장품/향수,선케어,2020-06-07,6,7,6,00:20:00,1,0,여름,1,,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,30.0,1274843.1734764131
2020-06-07 00:40:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,엘렌실라,화장품/향수,선케어,2020-06-07,6,7,6,00:40:00,1,0,여름,2,,0.0,20.85,0.0,1.95,78.5,5.5,21.8,0,30.0,2312643.4324271632
2020-06-07 01:00:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,엘렌실라,화장품/향수,선케어,2020-06-07,6,7,6,01:00:00,1,0,여름,3,,0.0,20.25,0.0,1.8,81.5,2.5,21.2,0,30.0,3347750.210175385
2020-06-07 01:20:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,01:20:00,1,0,여름,1,,0.0,20.25,0.0,1.8,81.5,2.5,21.2,0,155.0,4969792.884098928
2020-06-07 01:40:00,15.933333333333335,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,01:40:00,1,0,여름,2,,0.0,20.25,0.0,1.8,81.5,2.5,21.2,0,155.0,11890623.188933546
2020-06-07 02:00:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,02:00:00,1,0,여름,3,,0.0,19.45,0.0,1.85,84.0,3.0,20.3,0,155.0,11645161.816857843
2020-06-07 06:20:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,자연감성,남성속옷,트렁크팬티,2020-06-07,6,7,6,06:20:00,1,0,여름,1,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,0.0,5582936.090722671
2020-06-07 06:20:00,20.0,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,자연감성,남성속옷,드로즈,2020-06-07,6,7,6,06:20:00,1,0,여름,1,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,15.0,5859103.325849659
2020-06-07 06:20:00,20.0,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,자연감성,남성속옷,런닝/내의,2020-06-07,6,7,6,06:20:00,1,0,여름,1,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,791.0,8902818.188014343
2020-06-07 06:40:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,자연감성,남성속옷,트렁크팬티,2020-06-07,6,7,6,06:40:00,1,0,여름,2,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,0.0,4279927.2848459855
2020-06-07 06:40:00,20.0,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,자연감성,남성속옷,드로즈,2020-06-07,6,7,6,06:40:00,1,0,여름,2,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,15.0,4424841.979506197
2020-06-07 06:40:00,20.0,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,자연감성,남성속옷,런닝/내의,2020-06-07,6,7,6,06:40:00,1,0,여름,2,,1.0,19.05,0.0,1.3,85.5,9.0,20.1,0,791.0,4529946.806302091
2020-06-07 07:00:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,자연감성,남성속옷,트렁크팬티,2020-06-07,6,7,6,07:00:00,1,0,여름,3,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,0.0,6178905.161747821
2020-06-07 07:00:00,20.0,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,자연감성,남성속옷,드로즈,2020-06-07,6,7,6,07:00:00,1,0,여름,3,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,15.0,6397718.81228953
2020-06-07 07:00:00,20.0,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,자연감성,남성속옷,런닝/내의,2020-06-07,6,7,6,07:00:00,1,0,여름,3,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,791.0,7465244.2299931245
2020-06-07 07:20:00,30.1,100037,200092,프라다 숄더 버킷백,잡화,990000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,10214119.60172029
2020-06-07 07:20:00,30.1,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,11765974.888853844
2020-06-07 07:20:00,30.1,100037,200079,프라다 레터링 카메라백,잡화,1090000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,10005704.229906335
2020-06-07 07:20:00,30.1,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,10351646.313457524
2020-06-07 07:20:00,30.1,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,8091084.114399157
2020-06-07 07:20:00,30.1,100039,200072,버버리 엘모어 체크 장지갑,잡화,690000,버버리,가방/패션잡화,지갑,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,499.0,5257605.367713906
2020-06-07 07:20:00,30.1,100037,200074,톰포드 선글라스,잡화,238000,톰포드,가방/패션잡화,패션 ACC,2020-06-07,6,7,6,07:20:00,1,0,여름,1,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,108.0,6609241.411221508
2020-06-07 07:50:00,30.1,100037,200092,프라다 숄더 버킷백,잡화,990000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,18780454.649913155
2020-06-07 07:50:00,30.1,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,23592136.6176255
2020-06-07 07:50:00,30.1,100037,200079,프라다 레터링 카메라백,잡화,1090000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,18887061.888836786
2020-06-07 07:50:00,30.1,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,17514778.85215672
2020-06-07 07:50:00,30.1,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,프라다,가방/패션잡화,여성가방/핸드백,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,155.0,14896482.761973131
2020-06-07 07:50:00,30.1,100039,200072,버버리 엘모어 체크 장지갑,잡화,690000,버버리,가방/패션잡화,지갑,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,499.0,8022765.223339401
2020-06-07 07:50:00,30.1,100037,200074,톰포드 선글라스,잡화,238000,톰포드,가방/패션잡화,패션 ACC,2020-06-07,6,7,6,07:50:00,1,0,여름,2,,0.0,19.200000000000006,0.0,1.5,84.5,8.5,20.1,0,108.0,19710137.808998626
2020-06-07 08:20:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,08:20:00,1,0,여름,1,무이자,0.0,19.9,0.0,1.4,82.0,9.0,21.0,0,115.0,6685874.277313032
2020-06-07 08:20:00,20.0,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,08:20:00,1,0,여름,1,일시불,0.0,19.9,0.0,1.4,82.0,9.0,21.0,0,115.0,9305211.098718096
2020-06-07 08:40:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,08:40:00,1,0,여름,2,무이자,0.0,19.9,0.0,1.4,82.0,9.0,21.0,0,115.0,8718629.427902453
2020-06-07 08:40:00,20.0,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,08:40:00,1,0,여름,2,일시불,0.0,19.9,0.0,1.4,82.0,9.0,21.0,0,115.0,10947208.930548962
2020-06-07 09:00:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,09:00:00,1,0,여름,3,무이자,1.0,20.55,0.0,1.75,80.0,8.5,21.6,0,115.0,14179737.592407
2020-06-07 09:00:00,20.0,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,올리고,주방가전,가스/전기레인지,2020-06-07,6,7,6,09:00:00,1,0,여름,3,일시불,1.0,20.55,0.0,1.75,80.0,8.5,21.6,0,115.0,16447543.512889018
2020-06-07 09:20:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-07,6,7,6,09:20:00,1,0,여름,1,,0.0,20.55,0.0,1.75,80.0,8.5,21.6,0,770.0,7000263.598618513
2020-06-07 09:40:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-07,6,7,6,09:40:00,1,0,여름,2,,0.0,20.55,0.0,1.75,80.0,8.5,21.6,0,770.0,11215590.676651262
2020-06-07 10:00:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-07,6,7,6,10:00:00,1,0,여름,3,,0.0,21.65,0.0,1.9,75.5,8.5,22.8,0,770.0,17937134.755819295
2020-06-07 10:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,10:20:00,1,0,여름,1,무이자,0.0,21.65,0.0,1.9,75.5,8.5,22.8,0,769.0,7242291.734928333
2020-06-07 10:20:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,10:20:00,1,0,여름,1,일시불,0.0,21.65,0.0,1.9,75.5,8.5,22.8,0,769.0,7347318.837339284
2020-06-07 10:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,10:40:00,1,0,여름,2,무이자,0.0,21.65,0.0,1.9,75.5,8.5,22.8,0,769.0,11817872.187803699
2020-06-07 10:40:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,10:40:00,1,0,여름,2,일시불,0.0,21.65,0.0,1.9,75.5,8.5,22.8,0,769.0,13459312.99718195
2020-06-07 11:00:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,11:00:00,1,0,여름,3,무이자,0.0,23.3,0.0,2.7,69.0,7.0,24.5,0,769.0,15748248.325362379
2020-06-07 11:00:00,20.0,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,LG,TV/냉장고/세탁기,냉장고,2020-06-07,6,7,6,11:00:00,1,0,여름,3,일시불,0.0,23.3,0.0,2.7,69.0,7.0,24.5,0,769.0,16367799.223450357
2020-06-07 11:20:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,기타_가전브랜드,계절가전,에어컨,2020-06-07,6,7,6,11:20:00,1,0,여름,1,,0.0,23.3,0.0,2.7,69.0,7.0,24.5,0,1196.0,3055613.8290632567
