방송일시,노출(분),상품명,상품군,날짜,시간,방송월,방송요일
2020-02-13 07:20:00,60.0,니봇밥솥,생활용품,2020-02-13,07:20,2,3
2020-02-13 08:20:00,60.0,네오젠,이미용,2020-02-13,08:20,2,3
2020-02-13 09:20:00,60.0,청소기,가전,2020-02-13,09:20,2,3
2020-02-13 10:20:00,60.0,오세득갈비탕,농수축,2020-02-13,10:20,2,3
2020-02-13 11:20:00,60.0,셀럽염색제,이미용,2020-02-13,11:20,2,3
2020-02-13 12:20:00,60.0,샤워기,생활용품,2020-02-13,12:20,2,3
2020-02-13 13:20:00,60.0,삼성암보험,무형,2020-02-13,13:20,2,3
2020-02-13 14:20:00,60.0,참존,이미용,2020-02-13,14:20,2,3
2020-02-13 15:20:00,60.0,레이프릴속옷,속옷,2020-02-13,15:20,2,3
2020-02-13 16:20:00,60.0,병천순대국,농수축,2020-02-13,16:20,2,3
2020-02-13 17:20:00,60.0,호박고구마,농수축,2020-02-13,17:20,2,3
2020-02-13 18:20:00,60.0,손질문어,농수축,2020-02-13,18:20,2,3
2020-02-13 19:20:00,30.0,마르엘라로사티,의류,2020-02-13,19:20,2,3
2020-02-13 19:50:00,30.0,뱅뱅의류,의류,2020-02-13,19:50,2,3
2020-02-13 20:20:00,30.0,TNGT,의류,2020-02-13,20:20,2,3
2020-02-13 20:50:00,30.0,헤스티지 재킷,의류,2020-02-13,20:50,2,3
2020-02-13 21:20:00,60.0,현대해상운전자보험,무형,2020-02-13,21:20,2,3
2020-02-13 22:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-13,22:20,2,3
2020-02-13 23:20:00,60.0,프리드라이프,무형,2020-02-13,23:20,2,3
2020-02-14 00:20:00,60.0,리복,속옷,2020-02-14,00:20,2,4
2020-02-14 01:20:00,40.0,슬리미,무형,2020-02-14,01:20,2,4
2020-02-14 06:20:00,60.0,마르엘라로사티,의류,2020-02-14,06:20,2,4
2020-02-14 07:20:00,60.0,칼리베이직백,잡화,2020-02-14,07:20,2,4
2020-02-14 08:20:00,60.0,am인덕션,주방,2020-02-14,08:20,2,4
2020-02-14 09:20:00,60.0,브루마스,잡화,2020-02-14,09:20,2,4
2020-02-14 10:20:00,60.0,헤스티지 재킷,의류,2020-02-14,10:20,2,4
2020-02-14 11:20:00,60.0,셀렉프로,주방,2020-02-14,11:20,2,4
2020-02-14 12:20:00,60.0,음식물처리기,무형,2020-02-14,12:20,2,4
2020-02-14 13:20:00,60.0,끌레르드비쥬,잡화,2020-02-14,13:20,2,4
2020-02-14 14:20:00,60.0,아르테사노,잡화,2020-02-14,14:20,2,4
2020-02-14 15:20:00,60.0,한일믹서기,주방,2020-02-14,15:20,2,4
2020-02-14 16:20:00,60.0,삼성암보험,무형,2020-02-14,16:20,2,4
2020-02-14 17:20:00,60.0,통뼈감자탕,농수축,2020-02-14,17:20,2,4
2020-02-14 18:20:00,60.0,제주한라봉,농수축,2020-02-14,18:20,2,4
2020-02-14 19:20:00,60.0,푸마드로즈,속옷,2020-02-14,19:20,2,4
2020-02-14 20:20:00,60.0,LG통돌이세탁기,가전,2020-02-14,20:20,2,4
2020-02-14 21:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-14,21:20,2,4
2020-02-14 22:20:00,60.0,손질갑오징어,농수축,2020-02-14,22:20,2,4
2020-02-14 23:20:00,60.0,LGTV,가전,2020-02-14,23:20,2,4
2020-02-15 00:20:00,60.0,삼성노트북,가전,2020-02-15,00:20,2,5
2020-02-15 01:20:00,40.0,쥐포,농수축,2020-02-15,01:20,2,5
2020-02-15 06:20:00,60.0,티포트,주방,2020-02-15,06:20,2,5
2020-02-15 07:20:00,60.0,임페리얼상의,의류,2020-02-15,07:20,2,5
2020-02-15 08:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-15,08:20,2,5
2020-02-15 09:20:00,60.0,어성초샴푸,이미용,2020-02-15,09:20,2,5
2020-02-15 10:20:00,60.0,명품잡화,잡화,2020-02-15,10:20,2,5
2020-02-15 11:20:00,60.0,에지리프라이팬,주방,2020-02-15,11:20,2,5
2020-02-15 12:20:00,60.0,리복,속옷,2020-02-15,12:20,2,5
2020-02-15 13:20:00,60.0,삼성암보험,무형,2020-02-15,13:20,2,5
2020-02-15 14:20:00,60.0,시스마르스,잡화,2020-02-15,14:20,2,5
2020-02-15 15:20:00,60.0,프리지아헤어컬러,이미용,2020-02-15,15:20,2,5
2020-02-15 16:20:00,60.0,양구시래기,농수축,2020-02-15,16:20,2,5
2020-02-15 17:20:00,40.0,도가니탕,농수축,2020-02-15,17:20,2,5
2020-02-15 18:00:00,20.0,정보방송,무형,2020-02-15,18:00,2,5
2020-02-15 18:20:00,60.0,예다함상조,무형,2020-02-15,18:20,2,5
2020-02-15 19:20:00,60.0,헤드남자속옷,속옷,2020-02-15,19:20,2,5
2020-02-15 20:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-15,20:20,2,5
2020-02-15 21:20:00,60.0,영산포 숙성 홍어회,농수축,2020-02-15,21:20,2,5
2020-02-15 22:20:00,60.0,고창 고구마,농수축,2020-02-15,22:20,2,5
2020-02-15 23:20:00,60.0,음식물처리기,무형,2020-02-15,23:20,2,5
2020-02-16 00:20:00,60.0,래쉬톡원터치속눈썹,이미용,2020-02-16,00:20,2,6
2020-02-16 01:20:00,40.0,때르미오,생활용품,2020-02-16,01:20,2,6
2020-02-16 06:20:00,60.0,암블로슈즈,잡화,2020-02-16,06:20,2,6
2020-02-16 07:20:00,60.0,리복,속옷,2020-02-16,07:20,2,6
2020-02-16 08:20:00,60.0,보닌남성기초,이미용,2020-02-16,08:20,2,6
2020-02-16 09:20:00,60.0,브루마스,잡화,2020-02-16,09:20,2,6
2020-02-16 10:20:00,60.0,LG샤프란,생활용품,2020-02-16,10:20,2,6
2020-02-16 11:20:00,60.0,네오젠마스카라,이미용,2020-02-16,11:20,2,6
2020-02-16 12:20:00,60.0,램프쿡,주방,2020-02-16,12:20,2,6
2020-02-16 13:20:00,60.0,아키속옷,속옷,2020-02-16,13:20,2,6
2020-02-16 14:20:00,60.0,현대해상운전자보험,무형,2020-02-16,14:20,2,6
2020-02-16 15:20:00,60.0,연세두유,건강기능,2020-02-16,15:20,2,6
2020-02-16 16:20:00,60.0,완도 활전복,농수축,2020-02-16,16:20,2,6
2020-02-16 17:20:00,60.0,임페리얼하의,의류,2020-02-16,17:20,2,6
2020-02-16 18:20:00,60.0,손질갑오징어,농수축,2020-02-16,18:20,2,6
2020-02-16 19:20:00,60.0,팔로모매트리스,무형,2020-02-16,19:20,2,6
2020-02-16 20:20:00,60.0,LG통돌이세탁기,가전,2020-02-16,20:20,2,6
2020-02-16 21:20:00,60.0,LG냉장고,가전,2020-02-16,21:20,2,6
2020-02-16 22:20:00,60.0,LGTV,가전,2020-02-16,22:20,2,6
2020-02-16 23:20:00,60.0,삼성암보험,무형,2020-02-16,23:20,2,6
2020-02-17 00:20:00,60.0,라쉬반,속옷,2020-02-17,00:20,2,0
2020-02-17 01:20:00,40.0,리복,속옷,2020-02-17,01:20,2,0
2020-02-17 06:20:00,60.0,아테스토니쿠션,이미용,2020-02-17,06:20,2,0
2020-02-17 07:20:00,60.0,헤스티지 재킷,의류,2020-02-17,07:20,2,0
2020-02-17 08:20:00,60.0,샤워기,생활용품,2020-02-17,08:20,2,0
2020-02-17 09:20:00,60.0,브루마스,잡화,2020-02-17,09:20,2,0
2020-02-17 10:20:00,60.0,델키생선구이오븐,주방,2020-02-17,10:20,2,0
2020-02-17 11:20:00,60.0,안동간고등어,농수축,2020-02-17,11:20,2,0
2020-02-17 12:20:00,60.0,삼성암보험,무형,2020-02-17,12:20,2,0
2020-02-17 13:20:00,60.0,실크테라피,이미용,2020-02-17,13:20,2,0
2020-02-17 14:20:00,60.0,명품잡화,잡화,2020-02-17,14:20,2,0
2020-02-17 15:20:00,60.0,프리모폴딩선반,생활용품,2020-02-17,15:20,2,0
2020-02-17 16:20:00,60.0,생줄랑,잡화,2020-02-17,16:20,2,0
2020-02-17 17:20:00,60.0,손질갑오징어,농수축,2020-02-17,17:20,2,0
2020-02-17 18:20:00,60.0,들깨탕,농수축,2020-02-17,18:20,2,0
2020-02-17 19:20:00,60.0,LG통돌이세탁기,가전,2020-02-17,19:20,2,0
2020-02-17 20:20:00,60.0,영산포 숙성 홍어회,농수축,2020-02-17,20:20,2,0
2020-02-17 21:20:00,60.0,LG냉장고,가전,2020-02-17,21:20,2,0
2020-02-17 22:20:00,60.0,현대해상운전자보험,무형,2020-02-17,22:20,2,0
2020-02-17 23:20:00,60.0,선일금고,생활용품,2020-02-17,23:20,2,0
2020-02-18 00:20:00,60.0,디그노슈즈,잡화,2020-02-18,00:20,2,1
2020-02-18 01:20:00,40.0,프리드라이프,무형,2020-02-18,01:20,2,1
2020-02-18 06:20:00,60.0,잭필드,의류,2020-02-18,06:20,2,1
2020-02-18 07:20:00,60.0,속눈썹,이미용,2020-02-18,07:20,2,1
2020-02-18 08:20:00,60.0,브루마스,잡화,2020-02-18,08:20,2,1
2020-02-18 09:20:00,60.0,뱅뱅의류,의류,2020-02-18,09:20,2,1
2020-02-18 10:20:00,60.0,보닌남성기초,이미용,2020-02-18,10:20,2,1
2020-02-18 11:20:00,60.0,명품잡화,잡화,2020-02-18,11:20,2,1
2020-02-18 12:20:00,60.0,아가타,잡화,2020-02-18,12:20,2,1
2020-02-18 13:20:00,60.0,삼육두유세트,건강기능,2020-02-18,13:20,2,1
2020-02-18 14:20:00,60.0,참존,이미용,2020-02-18,14:20,2,1
2020-02-18 15:20:00,60.0,헤스티지 재킷,의류,2020-02-18,15:20,2,1
2020-02-18 16:20:00,60.0,CJ 비비고,농수축,2020-02-18,16:20,2,1
2020-02-18 17:20:00,60.0,세라맥스전기레인지,주방,2020-02-18,17:20,2,1
2020-02-18 18:20:00,60.0,양구시래기,농수축,2020-02-18,18:20,2,1
2020-02-18 19:20:00,60.0,헤드남자속옷,속옷,2020-02-18,19:20,2,1
2020-02-18 20:20:00,60.0,DB운전자보험,무형,2020-02-18,20:20,2,1
2020-02-18 21:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-18,21:20,2,1
2020-02-18 22:20:00,60.0,LGTV,가전,2020-02-18,22:20,2,1
2020-02-18 23:20:00,60.0,셀리턴LED마스크,생활용품,2020-02-18,23:20,2,1
2020-02-19 00:20:00,60.0,넥센타이어,무형,2020-02-19,00:20,2,2
2020-02-19 01:20:00,40.0,밀레도어락,생활용품,2020-02-19,01:20,2,2
2020-02-19 06:20:00,60.0,시스마르스,잡화,2020-02-19,06:20,2,2
2020-02-19 07:20:00,60.0,AHC커버크림,이미용,2020-02-19,07:20,2,2
2020-02-19 08:20:00,60.0,오즈페토 슈즈,잡화,2020-02-19,08:20,2,2
2020-02-19 09:20:00,60.0,끌레르드비쥬,잡화,2020-02-19,09:20,2,2
2020-02-19 10:20:00,60.0,레이프릴속옷,속옷,2020-02-19,10:20,2,2
2020-02-19 11:20:00,60.0,안동간고등어,농수축,2020-02-19,11:20,2,2
2020-02-19 12:20:00,60.0,브루마스,잡화,2020-02-19,12:20,2,2
2020-02-19 13:20:00,60.0,동양생명암보험,무형,2020-02-19,13:20,2,2
2020-02-19 14:20:00,60.0,어성초샴푸,이미용,2020-02-19,14:20,2,2
2020-02-19 15:20:00,60.0,김영근칼국수,농수축,2020-02-19,15:20,2,2
2020-02-19 16:20:00,60.0,대저토마토,농수축,2020-02-19,16:20,2,2
2020-02-19 17:20:00,60.0,쿠첸전기밥솥,주방,2020-02-19,17:20,2,2
2020-02-19 18:20:00,60.0,노비타비데,생활용품,2020-02-19,18:20,2,2
2020-02-19 19:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-19,19:20,2,2
2020-02-19 20:20:00,60.0,현대정수기,무형,2020-02-19,20:20,2,2
2020-02-19 21:20:00,60.0,고창 고구마,농수축,2020-02-19,21:20,2,2
2020-02-19 22:20:00,60.0,보루네오침대,가구,2020-02-19,22:20,2,2
2020-02-19 23:20:00,60.0,라쉬반,속옷,2020-02-19,23:20,2,2
2020-02-20 00:20:00,60.0,동양생명암보험,무형,2020-02-20,00:20,2,3
2020-02-20 01:20:00,40.0,루시헨느란쥬,속옷,2020-02-20,01:20,2,3
2020-02-20 06:20:00,60.0,텀블러거품기,주방,2020-02-20,06:20,2,3
2020-02-20 07:20:00,60.0,마르조,의류,2020-02-20,07:20,2,3
2020-02-20 08:20:00,60.0,파뷔에 후라이팬,주방,2020-02-20,08:20,2,3
2020-02-20 09:20:00,60.0,브루마스,잡화,2020-02-20,09:20,2,3
2020-02-20 10:20:00,60.0,참존,이미용,2020-02-20,10:20,2,3
2020-02-20 11:20:00,60.0,다농이네사과,농수축,2020-02-20,11:20,2,3
2020-02-20 12:20:00,60.0,삼성암보험,무형,2020-02-20,12:20,2,3
2020-02-20 13:20:00,60.0,소파스킨스,가구,2020-02-20,13:20,2,3
2020-02-20 14:20:00,60.0,프리지아헤어컬러,이미용,2020-02-20,14:20,2,3
2020-02-20 15:20:00,60.0,한일믹서기,주방,2020-02-20,15:20,2,3
2020-02-20 16:20:00,60.0,황토고구마,농수축,2020-02-20,16:20,2,3
2020-02-20 17:20:00,60.0,CERINI by PAT 패션,의류,2020-02-20,17:20,2,3
2020-02-20 18:20:00,60.0,삼성화재,무형,2020-02-20,18:20,2,3
2020-02-20 19:20:00,60.0,마르조,의류,2020-02-20,19:20,2,3
2020-02-20 20:20:00,60.0,예쎄패션,의류,2020-02-20,20:20,2,3
2020-02-20 21:20:00,60.0,푸마드로즈,속옷,2020-02-20,21:20,2,3
2020-02-20 22:20:00,60.0,손질문어,농수축,2020-02-20,22:20,2,3
2020-02-20 23:20:00,60.0,제주한라봉,농수축,2020-02-20,23:20,2,3
2020-02-21 00:20:00,60.0,넥센타이어,무형,2020-02-21,00:20,2,4
2020-02-21 01:20:00,40.0,래쉬톡원터치속눈썹,이미용,2020-02-21,01:20,2,4
2020-02-21 06:20:00,60.0,음식물처리기,무형,2020-02-21,06:20,2,4
2020-02-21 07:20:00,60.0,오가닉브라,속옷,2020-02-21,07:20,2,4
2020-02-21 08:20:00,60.0,종근당유산균,건강기능,2020-02-21,08:20,2,4
2020-02-21 09:20:00,60.0,청소기,가전,2020-02-21,09:20,2,4
2020-02-21 10:20:00,60.0,양구시래기,농수축,2020-02-21,10:20,2,4
2020-02-21 11:20:00,60.0,명품잡화,잡화,2020-02-21,11:20,2,4
2020-02-21 12:20:00,60.0,아가타,잡화,2020-02-21,12:20,2,4
2020-02-21 13:20:00,60.0,고데롤플러스,이미용,2020-02-21,13:20,2,4
2020-02-21 14:20:00,60.0,삼성암보험,무형,2020-02-21,14:20,2,4
2020-02-21 15:20:00,60.0,신일미니밥솥,생활용품,2020-02-21,15:20,2,4
2020-02-21 16:20:00,60.0,종근당유산균,건강기능,2020-02-21,16:20,2,4
2020-02-21 17:20:00,60.0,손질통오징어,농수축,2020-02-21,17:20,2,4
2020-02-21 18:20:00,60.0,테팔,주방,2020-02-21,18:20,2,4
2020-02-21 19:20:00,60.0,헤드남자속옷,속옷,2020-02-21,19:20,2,4
2020-02-21 20:20:00,60.0,종근당유산균,건강기능,2020-02-21,20:20,2,4
2020-02-21 21:20:00,60.0,호박고구마,농수축,2020-02-21,21:20,2,4
2020-02-21 22:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-21,22:20,2,4
2020-02-21 23:20:00,60.0,LG통돌이세탁기,가전,2020-02-21,23:20,2,4
2020-02-22 00:20:00,60.0,뇌새김영어,무형,2020-02-22,00:20,2,5
2020-02-22 01:20:00,40.0,라클라우드매트리스,생활용품,2020-02-22,01:20,2,5
2020-02-22 06:20:00,60.0,IH가마솥,주방,2020-02-22,06:20,2,5
2020-02-22 07:20:00,60.0,레이프릴속옷,속옷,2020-02-22,07:20,2,5
2020-02-22 08:20:00,60.0,임페리얼상의,의류,2020-02-22,08:20,2,5
2020-02-22 09:20:00,60.0,브루마스,잡화,2020-02-22,09:20,2,5
2020-02-22 10:20:00,60.0,네오젠마스카라,이미용,2020-02-22,10:20,2,5
2020-02-22 11:20:00,60.0,명품잡화,잡화,2020-02-22,11:20,2,5
2020-02-22 12:20:00,60.0,시스마르스,잡화,2020-02-22,12:20,2,5
2020-02-22 13:20:00,60.0,삼성암보험,무형,2020-02-22,13:20,2,5
2020-02-22 14:20:00,60.0,참존,이미용,2020-02-22,14:20,2,5
2020-02-22 15:20:00,60.0,램프쿡,주방,2020-02-22,15:20,2,5
2020-02-22 16:20:00,60.0,완도 활전복,농수축,2020-02-22,16:20,2,5
2020-02-22 17:20:00,40.0,도가니탕,농수축,2020-02-22,17:20,2,5
2020-02-22 18:00:00,20.0,정보방,무형,2020-02-22,18:00,2,5
2020-02-22 18:20:00,60.0,클린샷욕실세정제,잡화,2020-02-22,18:20,2,5
2020-02-22 19:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-22,19:20,2,5
2020-02-22 20:20:00,60.0,리복,속옷,2020-02-22,20:20,2,5
2020-02-22 21:20:00,60.0,LGTV,가전,2020-02-22,21:20,2,5
2020-02-22 22:20:00,60.0,보루네오가구,가구,2020-02-22,22:20,2,5
2020-02-22 23:20:00,60.0,제니하우스염색제,이미용,2020-02-22,23:20,2,5
2020-02-23 00:20:00,60.0,대명상조,무형,2020-02-23,00:20,2,6
2020-02-23 01:20:00,40.0,속눈썹,이미용,2020-02-23,01:20,2,6
2020-02-23 06:20:00,60.0,트레스패스슈즈,잡화,2020-02-23,06:20,2,6
2020-02-23 07:20:00,60.0,마르조,의류,2020-02-23,07:20,2,6
2020-02-23 08:20:00,60.0,셀렉프로,주방,2020-02-23,08:20,2,6
2020-02-23 09:20:00,60.0,푸마의류,속옷,2020-02-23,09:20,2,6
2020-02-23 10:20:00,60.0,섬유유연제,생활용품,2020-02-23,10:20,2,6
2020-02-23 11:20:00,60.0,브루마스,잡화,2020-02-23,11:20,2,6
2020-02-23 12:20:00,60.0,연세두유,건강기능,2020-02-23,12:20,2,6
2020-02-23 13:20:00,60.0,깨끗한나라화장지,생활용품,2020-02-23,13:20,2,6
2020-02-23 14:20:00,60.0,LG통돌이세탁기,가전,2020-02-23,14:20,2,6
2020-02-23 15:20:00,60.0,영산포 숙성 홍어회,농수축,2020-02-23,15:20,2,6
2020-02-23 16:20:00,60.0,병천순대국,농수축,2020-02-23,16:20,2,6
2020-02-23 17:20:00,60.0,에지리프라이팬,주방,2020-02-23,17:20,2,6
2020-02-23 18:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-23,18:20,2,6
2020-02-23 19:20:00,60.0,손질갑오징어,농수축,2020-02-23,19:20,2,6
2020-02-23 20:20:00,60.0,참존,이미용,2020-02-23,20:20,2,6
2020-02-23 21:20:00,60.0,고창 고구마,농수축,2020-02-23,21:20,2,6
2020-02-23 22:20:00,60.0,푸마드로즈,속옷,2020-02-23,22:20,2,6
2020-02-23 23:20:00,60.0,오모떼브라,속옷,2020-02-23,23:20,2,6
2020-02-24 00:20:00,60.0,동양생명암보험,무형,2020-02-24,00:20,2,0
2020-02-24 01:20:00,40.0,엘렌실라커버쿠션,이미용,2020-02-24,01:20,2,0
2020-02-24 06:10:00,10.0,에버라스트속옷,잡화,2020-02-24,06:10,2,0
2020-02-24 06:20:00,60.0,구스터티포트,주방,2020-02-24,06:20,2,0
2020-02-24 07:20:00,60.0,메주,농수축,2020-02-24,07:20,2,0
2020-02-24 08:20:00,60.0,브루마스,잡화,2020-02-24,08:20,2,0
2020-02-24 09:20:00,60.0,보닌남성기초,이미용,2020-02-24,09:20,2,0
2020-02-24 10:20:00,60.0,이종임 갈비탕,농수축,2020-02-24,10:20,2,0
2020-02-24 11:20:00,60.0,섬유유연제,생활용품,2020-02-24,11:20,2,0
2020-02-24 12:20:00,60.0,동양생명암보험,무형,2020-02-24,12:20,2,0
2020-02-24 13:20:00,60.0,오델로,잡화,2020-02-24,13:20,2,0
2020-02-24 14:20:00,60.0,어성초샴푸,이미용,2020-02-24,14:20,2,0
2020-02-24 15:20:00,60.0,끌레르드비쥬,잡화,2020-02-24,15:20,2,0
2020-02-24 16:20:00,60.0,레이프릴속옷,속옷,2020-02-24,16:20,2,0
2020-02-24 17:20:00,60.0,안동간고등어,농수축,2020-02-24,17:20,2,0
2020-02-24 18:20:00,60.0,도가니탕,농수축,2020-02-24,18:20,2,0
2020-02-24 19:20:00,60.0,청소기,가전,2020-02-24,19:20,2,0
2020-02-24 20:20:00,60.0,손질문어,농수축,2020-02-24,20:20,2,0
2020-02-24 21:20:00,60.0,현대해상운전자보험,무형,2020-02-24,21:20,2,0
2020-02-24 22:20:00,60.0,LGTV,가전,2020-02-24,22:20,2,0
2020-02-24 23:20:00,60.0,네오젠마스카라,이미용,2020-02-24,23:20,2,0
2020-02-25 00:20:00,60.0,엘리닉마스크,생활용품,2020-02-25,00:20,2,1
2020-02-25 01:20:00,40.0,라쉬반,속옷,2020-02-25,01:20,2,1
2020-02-25 06:20:00,60.0,브루마스,잡화,2020-02-25,06:20,2,1
2020-02-25 07:20:00,60.0,석류즙,건강기능,2020-02-25,07:20,2,1
2020-02-25 08:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-25,08:20,2,1
2020-02-25 09:20:00,60.0,셀럽염색제,이미용,2020-02-25,09:20,2,1
2020-02-25 10:20:00,60.0,오모떼브라,속옷,2020-02-25,10:20,2,1
2020-02-25 11:20:00,60.0,명품잡화,잡화,2020-02-25,11:20,2,1
2020-02-25 12:20:00,60.0,음식물처리기,무형,2020-02-25,12:20,2,1
2020-02-25 13:20:00,60.0,DB자녀보험,무형,2020-02-25,13:20,2,1
2020-02-25 14:20:00,60.0,완도 활전복,농수축,2020-02-25,14:20,2,1
2020-02-25 15:20:00,60.0,한만두,농수축,2020-02-25,15:20,2,1
2020-02-25 16:20:00,60.0,에지리프라이팬,주방,2020-02-25,16:20,2,1
2020-02-25 17:20:00,60.0,들깨탕,농수축,2020-02-25,17:20,2,1
2020-02-25 18:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-25,18:20,2,1
2020-02-25 19:20:00,60.0,LG통돌이세탁기,가전,2020-02-25,19:20,2,1
2020-02-25 20:20:00,60.0,램프쿡,주방,2020-02-25,20:20,2,1
2020-02-25 21:20:00,60.0,고창 고구마,농수축,2020-02-25,21:20,2,1
2020-02-25 22:20:00,60.0,푸마드로즈,속옷,2020-02-25,22:20,2,1
2020-02-25 23:20:00,60.0,영산포 숙성 홍어회,농수축,2020-02-25,23:20,2,1
2020-02-26 00:20:00,60.0,넥센타이어,무형,2020-02-26,00:20,2,2
2020-02-26 01:20:00,40.0,남영비비안BBC앤IZUMI,속옷,2020-02-26,01:20,2,2
2020-02-26 06:20:00,60.0,린스니커즈,잡화,2020-02-26,06:20,2,2
2020-02-26 07:20:00,60.0,양배추진액,건강기능,2020-02-26,07:20,2,2
2020-02-26 08:20:00,60.0,마르조,의류,2020-02-26,08:20,2,2
2020-02-26 09:20:00,60.0,이나프다리미,생활용품,2020-02-26,09:20,2,2
2020-02-26 10:20:00,60.0,프리지아헤어컬러,이미용,2020-02-26,10:20,2,2
2020-02-26 11:20:00,60.0,호박고구마,농수축,2020-02-26,11:20,2,2
2020-02-26 12:20:00,60.0,아가타,잡화,2020-02-26,12:20,2,2
2020-02-26 13:20:00,60.0,박경호녹용활력,건강기능,2020-02-26,13:20,2,2
2020-02-26 14:20:00,60.0,동양생명암보험,무형,2020-02-26,14:20,2,2
2020-02-26 15:20:00,60.0,한일믹서기,주방,2020-02-26,15:20,2,2
2020-02-26 16:20:00,60.0,청소기,가전,2020-02-26,16:20,2,2
2020-02-26 17:20:00,60.0,배윤자소곱창전골,농수축,2020-02-26,17:20,2,2
2020-02-26 18:20:00,60.0,양구시래기,농수축,2020-02-26,18:20,2,2
2020-02-26 19:20:00,60.0,노비타비데,생활용품,2020-02-26,19:20,2,2
2020-02-26 20:20:00,60.0,비버리힐스폴로 남성기초세트,이미용,2020-02-26,20:20,2,2
2020-02-26 21:20:00,60.0,손질갑오징어,농수축,2020-02-26,21:20,2,2
2020-02-26 22:20:00,60.0,LGTV,가전,2020-02-26,22:20,2,2
2020-02-26 23:20:00,60.0,대명상조,무형,2020-02-26,23:20,2,2
2020-02-27 00:20:00,60.0,헤어맥스,이미용,2020-02-27,00:20,2,3
2020-02-27 01:20:00,40.0,DB자녀보험,무형,2020-02-27,01:20,2,3
2020-02-27 06:20:00,60.0,음식물처리기,무형,2020-02-27,06:20,2,3
2020-02-27 07:20:00,60.0,티포트,주방,2020-02-27,07:20,2,3
2020-02-27 08:20:00,60.0,예쎄패션,의류,2020-02-27,08:20,2,3
2020-02-27 09:20:00,60.0,발레리속옷,속옷,2020-02-27,09:20,2,3
2020-02-27 10:20:00,60.0,리복,속옷,2020-02-27,10:20,2,3
2020-02-27 11:20:00,60.0,제주한라봉,농수축,2020-02-27,11:20,2,3
2020-02-27 12:20:00,60.0,어성초샴푸,이미용,2020-02-27,12:20,2,3
2020-02-27 13:20:00,60.0,삼성암보험,무형,2020-02-27,13:20,2,3
2020-02-27 14:20:00,60.0,참존,이미용,2020-02-27,14:20,2,3
2020-02-27 15:20:00,60.0,아가타,잡화,2020-02-27,15:20,2,3
2020-02-27 16:20:00,60.0,유귀열소한마리찜,농수축,2020-02-27,16:20,2,3
2020-02-27 17:20:00,60.0,멋진밥상 흥양농협쌀,농수축,2020-02-27,17:20,2,3
2020-02-27 18:20:00,60.0,손질통오징어,농수축,2020-02-27,18:20,2,3
2020-02-27 19:20:00,60.0,푸마드로즈,속옷,2020-02-27,19:20,2,3
2020-02-27 20:20:00,60.0,뱅뱅의류,의류,2020-02-27,20:20,2,3
2020-02-27 21:20:00,60.0,헤스티지 재킷,의류,2020-02-27,21:20,2,3
2020-02-27 22:20:00,60.0,현대해상운전자보험,무형,2020-02-27,22:20,2,3
2020-02-27 23:20:00,60.0,호박고구마,농수축,2020-02-27,23:20,2,3
2020-02-28 00:20:00,60.0,LG통돌이세탁기,가전,2020-02-28,00:20,2,4
2020-02-28 01:20:00,40.0,슬리미,무형,2020-02-28,01:20,2,4
2020-02-28 06:20:00,60.0,안국 루테인,건강기능,2020-02-28,06:20,2,4
2020-02-28 07:20:00,60.0,스테파노콘티,잡화,2020-02-28,07:20,2,4
2020-02-28 08:20:00,60.0,루시헨느란쥬,속옷,2020-02-28,08:20,2,4
2020-02-28 09:20:00,60.0,명품잡화,잡화,2020-02-28,09:20,2,4
2020-02-28 10:20:00,60.0,양구시래기,농수축,2020-02-28,10:20,2,4
2020-02-28 11:20:00,60.0,쿠쿠 압력밥솥,주방,2020-02-28,11:20,2,4
2020-02-28 12:20:00,60.0,DB운전자보험,무형,2020-02-28,12:20,2,4
2020-02-28 13:20:00,60.0,푸마 남여 속옷,속옷,2020-02-28,13:20,2,4
2020-02-28 14:20:00,60.0,임페리얼상의,의류,2020-02-28,14:20,2,4
2020-02-28 15:20:00,60.0,브루마스,잡화,2020-02-28,15:20,2,4
2020-02-28 16:20:00,60.0,매직쉐프전자레인지,주방,2020-02-28,16:20,2,4
2020-02-28 17:20:00,60.0,마음심은곱창,농수축,2020-02-28,17:20,2,4
2020-02-28 18:20:00,60.0,리복,속옷,2020-02-28,18:20,2,4
2020-02-28 19:20:00,60.0,보닌남성기초,이미용,2020-02-28,19:20,2,4
2020-02-28 20:20:00,60.0,도가니탕,농수축,2020-02-28,20:20,2,4
2020-02-28 21:20:00,60.0,LG냉장고,가전,2020-02-28,21:20,2,4
2020-02-28 22:20:00,60.0,삼성암보험,무형,2020-02-28,22:20,2,4
2020-02-28 23:20:00,60.0,손질문어,농수축,2020-02-28,23:20,2,4
