,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
481,2020-06-06 11:20:00,,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,6532603.333762264
482,2020-06-06 11:40:00,20.0,100148,200421,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,6102102.464115379
483,2020-06-06 11:40:00,,100148,200418,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,8209050.094222734
484,2020-06-06 11:40:00,,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,8531822.291497352
485,2020-06-06 12:00:00,20.0,100148,200421,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,5962040.611698602
486,2020-06-06 12:00:00,,100148,200418,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,9449751.054769387
487,2020-06-06 12:00:00,,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,9665106.552904373
488,2020-06-06 12:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,6974239.922044214
489,2020-06-06 12:20:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,7484661.142271966
490,2020-06-06 12:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,8161010.692040216
491,2020-06-06 12:40:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,10270631.553530825
492,2020-06-06 13:00:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,13952140.872650413
493,2020-06-06 13:00:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,14922684.7438004
494,2020-06-06 13:20:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,6817828.265332597
495,2020-06-06 13:40:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,5849769.548139034
496,2020-06-06 14:00:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,6984069.83529074
497,2020-06-06 14:20:00,20.0,100068,200188,캐리어 에어컨 AMC16VA2SAWGH,가전,2099000,5279720.627991612
498,2020-06-06 14:20:00,,100068,200187,캐리어 에어컨 AMC16VA2SAW,가전,1899000,4575098.286357178
499,2020-06-06 14:40:00,20.0,100068,200188,캐리어 에어컨 AMC16VA2SAWGH,가전,2099000,7863759.884765592
500,2020-06-06 14:40:00,,100068,200187,캐리어 에어컨 AMC16VA2SAW,가전,1899000,6563130.62734112
501,2020-06-06 15:00:00,20.0,100068,200188,캐리어 에어컨 AMC16VA2SAWGH,가전,2099000,8560183.144734789
502,2020-06-06 15:00:00,,100068,200187,캐리어 에어컨 AMC16VA2SAW,가전,1899000,7072622.153784987
503,2020-06-06 15:20:00,30.0,100038,200063,구찌 더블G 오버 선글라스,잡화,458000,5203889.10728824
504,2020-06-06 15:20:00,,100036,200058,구찌 GG 울 실크 스카프,잡화,390000,5618557.113548226
505,2020-06-06 15:20:00,,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,15892234.354274297
506,2020-06-06 15:20:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,14590876.054484794
507,2020-06-06 15:20:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,9462384.115721108
508,2020-06-06 15:20:00,,100039,200071,버버리 밀덴홀 체인 크로스백 미듐,잡화,1480000,15298099.738124996
509,2020-06-06 15:20:00,,100036,200066,구찌 마이크로씨마 투웨이백,잡화,1790000,13446784.65946056
510,2020-06-06 15:20:00,,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화,750000,4768968.140402304
511,2020-06-06 15:50:00,30.0,100038,200063,구찌 더블G 오버 선글라스,잡화,458000,10761062.705652578
512,2020-06-06 15:50:00,,100036,200058,구찌 GG 울 실크 스카프,잡화,390000,13010240.698248625
513,2020-06-06 15:50:00,,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,27185232.100936208
514,2020-06-06 15:50:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,28108011.641192652
515,2020-06-06 15:50:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,21668664.162617803
516,2020-06-06 15:50:00,,100039,200071,버버리 밀덴홀 체인 크로스백 미듐,잡화,1480000,25085633.176800888
517,2020-06-06 15:50:00,,100036,200066,구찌 마이크로씨마 투웨이백,잡화,1790000,21745628.980499536
518,2020-06-06 15:50:00,,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화,750000,11313103.649820592
519,2020-06-06 16:20:00,20.0,100599,201882,푸마 순면 100% 언더셔츠 7종 데일리 패키지(2차),속옷,79000,14244691.725492604
520,2020-06-06 16:40:00,20.0,100599,201882,푸마 순면 100% 언더셔츠 7종 데일리 패키지(2차),속옷,79000,14231315.33639251
521,2020-06-06 17:00:00,20.0,100599,201882,푸마 순면 100% 언더셔츠 7종 데일리 패키지(2차),속옷,79000,16379727.756949369
522,2020-06-06 17:20:00,20.0,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축,49900,6305987.564183834
523,2020-06-06 17:40:00,20.0,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축,49900,6452056.1095408825
524,2020-06-06 18:20:00,20.0,100691,202053,휴렉 음식물처리기,무형,0,
525,2020-06-06 18:40:00,20.0,100691,202053,휴렉 음식물처리기,무형,0,
526,2020-06-06 19:00:00,20.0,100691,202053,휴렉 음식물처리기,무형,0,
527,2020-06-06 19:20:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,6072916.644940336
528,2020-06-06 19:40:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,10935527.959389174
529,2020-06-06 20:00:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,15783578.958764158
530,2020-06-06 20:20:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,6663604.365057799
531,2020-06-06 20:20:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,6752040.481021451
532,2020-06-06 20:20:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,6507767.240018206
533,2020-06-06 20:20:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,7300644.301974765
534,2020-06-06 20:20:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,7118941.008023214
535,2020-06-06 20:20:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,7174350.263830237
536,2020-06-06 20:40:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,9924684.942940302
537,2020-06-06 20:40:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,10010677.080271624
538,2020-06-06 20:40:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,10342619.96044332
539,2020-06-06 20:40:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,8800413.2646323
540,2020-06-06 20:40:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,7580052.32485686
541,2020-06-06 20:40:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,7845373.467853215
542,2020-06-06 21:00:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,19842213.727949306
543,2020-06-06 21:00:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,20149990.93837897
544,2020-06-06 21:00:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,16808991.3111816
545,2020-06-06 21:00:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,17621736.45435212
546,2020-06-06 21:00:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,13913904.154043509
547,2020-06-06 21:00:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,16337459.144856961
548,2020-06-06 21:20:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,3900615.148443926
549,2020-06-06 21:20:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,3179519.1146462513
550,2020-06-06 21:40:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,8611277.084002974
551,2020-06-06 21:40:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,5440707.666227423
552,2020-06-06 22:00:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,12424853.099126466
553,2020-06-06 22:00:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,7356605.388299756
554,2020-06-06 22:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,7051120.928224996
555,2020-06-06 22:20:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,8000377.452177186
556,2020-06-06 22:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,9953177.864283033
557,2020-06-06 22:40:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,12628793.706803627
558,2020-06-06 23:00:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,19629170.599437453
559,2020-06-06 23:00:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,20630749.20042084
560,2020-06-06 23:20:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,4714455.837986198
561,2020-06-06 23:20:00,,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,4333932.495100101
562,2020-06-06 23:20:00,,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,4127632.3314144076
563,2020-06-06 23:20:00,,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,7350989.384479252
564,2020-06-06 23:20:00,,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,6924974.49608897
565,2020-06-06 23:20:00,,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,6694392.129657064
566,2020-06-06 23:40:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,5739794.085445987
567,2020-06-06 23:40:00,,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,5754034.319435255
568,2020-06-06 23:40:00,,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,5787517.855779292
569,2020-06-06 23:40:00,,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,10291712.337138897
570,2020-06-06 23:40:00,,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,7240023.675012456
571,2020-06-06 23:40:00,,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,6729268.572126566
572,2020-06-07 00:00:00,20.0,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,699000,7320481.169691107
573,2020-06-07 00:00:00,,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,749000,6757108.084187762
574,2020-06-07 00:00:00,,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,899000,5690269.5841898555
575,2020-06-07 00:00:00,,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,949000,15008134.906711163
576,2020-06-07 00:00:00,,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1199000,11134528.41167609
577,2020-06-07 00:00:00,,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,1249000,9054469.846536566
578,2020-06-07 00:20:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,1274843.1734764131
579,2020-06-07 00:40:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,2312643.4324271632
580,2020-06-07 01:00:00,20.0,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,39900,3347750.210175385
581,2020-06-07 01:20:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,4969792.884098928
582,2020-06-07 01:40:00,15.933333333333334,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,11890623.188933546
583,2020-06-07 02:00:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,11645161.816857843
584,2020-06-07 06:20:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,5582936.090722671
585,2020-06-07 06:20:00,,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,5859103.325849659
586,2020-06-07 06:20:00,,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,8902818.188014343
587,2020-06-07 06:40:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,4279927.2848459855
588,2020-06-07 06:40:00,,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,4424841.979506197
589,2020-06-07 06:40:00,,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,4529946.806302091
590,2020-06-07 07:00:00,20.0,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷,69900,6178905.161747821
591,2020-06-07 07:00:00,,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷,69900,6397718.81228953
592,2020-06-07 07:00:00,,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷,69900,7465244.2299931245
593,2020-06-07 07:20:00,30.1,100037,200092,프라다 숄더 버킷백,잡화,990000,10214119.60172029
594,2020-06-07 07:20:00,,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,11765974.888853844
595,2020-06-07 07:20:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,10005704.229906335
596,2020-06-07 07:20:00,,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,10351646.313457524
597,2020-06-07 07:20:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,8091084.114399157
598,2020-06-07 07:20:00,,100039,200072,버버리 엘모어 체크 장지갑,잡화,690000,5257605.367713906
599,2020-06-07 07:20:00,,100037,200074,톰포드 선글라스,잡화,238000,6609241.411221508
600,2020-06-07 07:50:00,30.1,100037,200092,프라다 숄더 버킷백,잡화,990000,18780454.649913155
601,2020-06-07 07:50:00,,100037,200096,프라다 탑핸들 토트 숄더백,잡화,1330000,23592136.6176255
602,2020-06-07 07:50:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,18887061.888836786
603,2020-06-07 07:50:00,,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,17514778.85215672
604,2020-06-07 07:50:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,14896482.761973131
605,2020-06-07 07:50:00,,100039,200072,버버리 엘모어 체크 장지갑,잡화,690000,8022765.223339401
606,2020-06-07 07:50:00,,100037,200074,톰포드 선글라스,잡화,238000,19710137.808998626
607,2020-06-07 08:20:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,6685874.277313032
608,2020-06-07 08:20:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,9305211.098718096
609,2020-06-07 08:40:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,8718629.427902453
610,2020-06-07 08:40:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,10947208.930548962
611,2020-06-07 09:00:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,14179737.592407
612,2020-06-07 09:00:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,16447543.512889018
613,2020-06-07 09:20:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,7000263.598618513
614,2020-06-07 09:40:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,11215590.676651262
615,2020-06-07 10:00:00,20.0,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,17937134.755819295
616,2020-06-07 10:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,7242291.734928333
617,2020-06-07 10:20:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,7347318.837339284
618,2020-06-07 10:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,11817872.187803699
619,2020-06-07 10:40:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,13459312.99718195
620,2020-06-07 11:00:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,15748248.325362379
621,2020-06-07 11:00:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,16367799.223450357
622,2020-06-07 11:20:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,3055613.8290632567
623,2020-06-07 11:20:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,2796095.7892484497
624,2020-06-07 11:40:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,6631984.784577945
625,2020-06-07 11:40:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,5352843.4700322915
626,2020-06-07 12:00:00,20.0,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전,449000,10637881.42025215
627,2020-06-07 12:00:00,,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전,749000,6160287.894144665
628,2020-06-07 12:20:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,12390850.496914947
629,2020-06-07 12:40:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,5313184.800173842
630,2020-06-07 13:00:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,7520216.750078211
631,2020-06-07 13:20:00,30.0,100037,200092,프라다 숄더 버킷백,잡화,990000,13832838.827457896
632,2020-06-07 13:20:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,12590524.496030087
633,2020-06-07 13:20:00,,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,14000203.549804974
634,2020-06-07 13:20:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,11677829.209777081
635,2020-06-07 13:20:00,,100036,200067,구찌 마이크로씨마 투웨이백,잡화,1790000,12152357.483620536
636,2020-06-07 13:20:00,,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화,750000,5652813.965413779
637,2020-06-07 13:20:00,,100038,200060,구찌 더블G 오버 선글라스,잡화,458000,5419615.9876287365
638,2020-06-07 13:20:00,,100037,200059,구찌 NEW 럭셔리스타 선글라스 GG0232SK,잡화,158000,11354808.840267792
639,2020-06-07 13:50:00,30.0,100037,200092,프라다 숄더 버킷백,잡화,990000,21096432.726259246
640,2020-06-07 13:50:00,,100037,200079,프라다 레터링 카메라백,잡화,1090000,18563678.784072462
641,2020-06-07 13:50:00,,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화,1190000,17348297.29327848
642,2020-06-07 13:50:00,,100037,200099,프라다 테스토 삼각로고 크로스백,잡화,790000,16665994.565672824
643,2020-06-07 13:50:00,,100036,200067,구찌 마이크로씨마 투웨이백,잡화,1790000,14896645.2558804
644,2020-06-07 13:50:00,,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화,750000,9385793.165322661
645,2020-06-07 13:50:00,,100038,200060,구찌 더블G 오버 선글라스,잡화,458000,8922309.836757056
646,2020-06-07 13:50:00,,100037,200059,구찌 NEW 럭셔리스타 선글라스 GG0232SK,잡화,158000,17581643.08676159
647,2020-06-07 14:20:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,6754199.417656981
648,2020-06-07 14:20:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,6854630.6901132995
649,2020-06-07 14:20:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,5412044.288927185
650,2020-06-07 14:20:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,6061363.386309071
651,2020-06-07 14:20:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,6617172.3572135605
652,2020-06-07 14:20:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,6087684.629982597
653,2020-06-07 14:40:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,9153133.982602559
654,2020-06-07 14:40:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,9397039.865980921
655,2020-06-07 14:40:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,7372671.263219483
656,2020-06-07 14:40:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,6917534.922413894
657,2020-06-07 14:40:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,7583723.260066851
658,2020-06-07 14:40:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,8331723.638010394
659,2020-06-07 15:00:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,11626378.198888185
660,2020-06-07 15:00:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,12229482.16776084
661,2020-06-07 15:00:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,10112131.382338759
662,2020-06-07 15:00:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,11279987.617608825
663,2020-06-07 15:00:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,10545005.76147223
664,2020-06-07 15:00:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,13725462.680285096
665,2020-06-07 15:20:00,20.0,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형,0,
666,2020-06-07 15:40:00,20.0,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형,0,
667,2020-06-07 16:00:00,20.0,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형,0,
668,2020-06-07 16:20:00,20.0,100012,200020,AAC의 별미김치 3종(v2),농수축,29900,5857839.003382671
669,2020-06-07 16:40:00,20.0,100012,200020,AAC의 별미김치 3종(v2),농수축,29900,6245291.42653674
670,2020-06-07 17:00:00,20.0,100012,200020,AAC의 별미김치 3종(v2),농수축,29900,8594037.157721316
671,2020-06-07 17:20:00,20.0,100590,201808, 신일 창문형 에어컨,생활용품,599000,3579798.96967212
672,2020-06-07 17:40:00,20.0,100590,201808, 신일 창문형 에어컨,생활용품,599000,6916140.629577213
673,2020-06-07 18:00:00,20.0,100590,201808, 신일 창문형 에어컨,생활용품,599000,12099585.568002852
674,2020-06-07 18:20:00,20.0,100253,200863,2020 안동간고등어 20팩,농수축,30900,4165519.0149732986
675,2020-06-07 18:40:00,20.0,100253,200863,2020 안동간고등어 20팩,농수축,30900,3839979.023869974
676,2020-06-07 19:00:00,20.0,100253,200863,2020 안동간고등어 20팩,농수축,30900,5743824.381350415
677,2020-06-07 19:20:00,20.0,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,6729443.318141848
678,2020-06-07 19:20:00,,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,5127459.308439406
679,2020-06-07 19:20:00,,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,4715955.934573705
680,2020-06-07 19:40:00,20.0,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,13507842.400949746
681,2020-06-07 19:40:00,,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,9555768.671859212
682,2020-06-07 19:40:00,,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,9057772.069191197
683,2020-06-07 20:00:00,20.0,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,18135675.618431374
684,2020-06-07 20:00:00,,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,13992123.8200368
685,2020-06-07 20:00:00,,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,10968373.867351947
686,2020-06-07 20:20:00,20.0,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷,49900,6265223.36630911
687,2020-06-07 20:20:00,,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷,49900,5885231.582353809
688,2020-06-07 20:20:00,,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷,49900,9783479.154349716
689,2020-06-07 20:40:00,20.0,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷,49900,5741524.568413194
690,2020-06-07 20:40:00,,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷,49900,5460446.936149769
691,2020-06-07 20:40:00,,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷,49900,7078538.523325543
692,2020-06-07 21:00:00,20.0,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷,49900,8073511.375816131
693,2020-06-07 21:00:00,,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷,49900,7656949.77144024
694,2020-06-07 21:00:00,,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷,49900,9388520.526358802
695,2020-06-07 21:20:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,9687412.330746114
696,2020-06-07 21:20:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,10064388.711528191
697,2020-06-07 21:40:00,20.0,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전,1499000,12160497.413380599
698,2020-06-07 21:40:00,,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전,1359000,15892658.102785679
